datetime,open,high,low,close,adj_close,volume
2012-05-18,42.04999923706055,45.0,38.0,38.22999954223633,37.93232345581055,573576400
2012-05-21,36.529998779296875,36.65999984741211,33.0,34.029998779296875,33.76502990722656,168192700
2012-05-22,32.61000061035156,33.59000015258789,30.940000534057617,31.0,30.758623123168945,101786600
2012-05-23,31.3700008392334,32.5,31.36000061035156,32.0,31.750835418701172,73600000
2012-05-24,32.95000076293945,33.209999084472656,31.770000457763672,33.029998779296875,32.77280807495117,50237200
2012-05-25,32.900001525878906,32.95000076293945,31.11000061035156,31.90999984741211,31.661537170410156,37149800
2012-05-29,31.479999542236328,31.690000534057617,28.649999618530273,28.84000015258789,28.615442276000977,78063400
2012-05-30,28.700000762939453,29.549999237060547,27.86000061035156,28.190000534057617,27.970502853393555,57267900
2012-05-31,28.549999237060547,29.670000076293945,26.829999923706055,29.600000381469727,29.36952209472656,111639200
2012-06-01,28.88999938964844,29.149999618530273,27.38999938964844,27.719999313354492,27.504161834716797,41855500
2012-06-04,27.200000762939453,27.649999618530273,26.440000534057617,26.899999618530273,26.6905460357666,35230300
2012-06-05,26.700000762939453,27.760000228881836,25.75,25.8700008392334,25.668567657470703,42473400
2012-06-06,26.06999969482422,27.170000076293945,25.520000457763672,26.809999465942383,26.60124397277832,61489200
2012-06-07,27.0,27.350000381469727,26.149999618530273,26.309999465942383,26.105140686035156,26159500
2012-06-08,26.549999237060547,27.760000228881836,26.440000534057617,27.100000381469727,26.88899040222168,38034000
2012-06-11,27.18000030517578,28.06999969482422,26.84000015258789,27.010000228881836,26.79969024658203,28219600
2012-06-12,27.479999542236328,27.770000457763672,26.959999084472656,27.399999618530273,27.18664932250977,15816800
2012-06-13,27.65999984741211,28.100000381469727,27.100000381469727,27.270000457763672,27.05766487121582,17102800
2012-06-14,27.649999618530273,28.31999969482422,27.3799991607666,28.290000915527344,28.06972312927246,16855000
2012-06-15,28.510000228881836,30.100000381469727,28.350000381469727,30.010000228881836,29.776329040527344,43563800
2012-06-18,29.959999084472656,32.08000183105469,29.40999984741211,31.40999984741211,31.165430068969727,42978900
2012-06-19,31.540000915527344,32.18000030517578,30.700000762939453,31.90999984741211,31.661537170410156,30849000
2012-06-20,31.920000076293945,31.93000030517578,31.149999618530273,31.600000381469727,31.35395240783691,15553600
2012-06-21,31.670000076293945,32.5,31.510000228881836,31.84000015258789,31.59208297729492,21875300
2012-06-22,32.40999984741211,33.45000076293945,32.060001373291016,33.04999923706055,32.792659759521484,74834000
2012-06-25,32.86000061035156,33.02000045776367,31.549999237060547,32.060001373291016,31.81036949157715,24352900
2012-06-26,32.689998626708984,33.439998626708984,32.5,33.099998474121094,32.84226989746094,24858700
2012-06-27,32.459999084472656,32.900001525878906,31.899999618530273,32.22999954223633,31.979047775268555,28568000
2012-06-28,31.959999084472656,32.189998626708984,30.899999618530273,31.36000061035156,31.11581802368164,17713300
2012-06-29,31.920000076293945,31.989999771118164,30.760000228881836,31.100000381469727,30.85784339904785,19526900
2012-07-02,31.25,31.729999542236328,30.549999237060547,30.770000457763672,30.53041076660156,14122000
2012-07-03,30.90999984741211,31.440000534057617,30.799999237060547,31.200000762939453,30.957067489624023,8763600
2012-07-05,31.31999969482422,31.6299991607666,31.020000457763672,31.469999313354492,31.224964141845703,10032100
2012-07-06,31.440000534057617,31.899999618530273,31.260000228881836,31.729999542236328,31.48293685913086,10945600
2012-07-09,32.099998474121094,32.880001068115234,31.989999771118164,32.16999816894531,31.919511795043945,17785200
2012-07-10,32.43000030517578,32.47999954223633,31.15999984741211,31.469999313354492,31.224964141845703,14269500
2012-07-11,31.479999542236328,31.559999465942383,30.549999237060547,30.969999313354492,30.728851318359375,13030300
2012-07-12,30.700000762939453,31.399999618530273,30.600000381469727,30.809999465942383,30.57010078430176,11300700
2012-07-13,31.040000915527344,31.06999969482422,30.559999465942383,30.719999313354492,30.48080062866211,8108300
2012-07-16,30.5,30.5,28.209999084472656,28.25,28.030033111572266,24672100
2012-07-17,28.479999542236328,28.59000015258789,27.149999618530273,28.09000015258789,27.871280670166016,30438600
2012-07-18,28.309999465942383,29.290000915527344,28.149999618530273,29.11000061035156,28.883338928222656,16841800
2012-07-19,29.40999984741211,29.5,28.6299991607666,29.0,28.774192810058594,13685100
2012-07-20,29.0,29.469999313354492,28.719999313354492,28.760000228881836,28.53606414794922,11869100
2012-07-23,28.1200008392334,29.0,28.010000228881836,28.75,28.52614402770996,12390700
2012-07-24,28.81999969482422,29.450000762939453,28.100000381469727,28.450000762939453,28.22848320007324,11539800
2012-07-25,28.38999938964844,29.489999771118164,28.079999923706055,29.34000015258789,29.11154556274414,17230200
2012-07-26,27.75,28.229999542236328,26.729999542236328,26.850000381469727,26.640933990478516,64597400
2012-07-27,23.190000534057617,24.540000915527344,22.280000686645508,23.709999084472656,23.5253849029541,123102300
2012-07-30,24.0,24.040000915527344,23.030000686645508,23.149999618530273,22.969745635986328,29285900
2012-07-31,23.3700008392334,23.3700008392334,21.61000061035156,21.709999084472656,21.540956497192383,56179400
2012-08-01,21.5,21.579999923706055,20.84000015258789,20.8799991607666,20.71742057800293,44604400
2012-08-02,20.770000457763672,20.84000015258789,19.81999969482422,20.040000915527344,19.883962631225582,56374500
2012-08-03,20.36000061035156,22.15999984741211,19.899999618530273,21.09000015258789,20.925783157348633,80647000
2012-08-06,21.38999938964844,22.149999618530273,21.299999237060547,21.920000076293945,21.74932289123535,27778900
2012-08-07,22.200000762939453,22.450000762939453,20.5,20.719999313354492,20.558666229248047,36782900
2012-08-08,20.709999084472656,21.149999618530273,20.219999313354492,20.719999313354492,20.558666229248047,29537400
2012-08-09,20.75,21.170000076293945,20.61000061035156,21.010000228881836,20.846405029296875,15610700
2012-08-10,21.40999984741211,21.81999969482422,21.1299991607666,21.809999465942383,21.64017868041992,25794700
2012-08-13,22.149999618530273,22.450000762939453,21.399999618530273,21.600000381469727,21.431814193725582,24973100
2012-08-14,21.40999984741211,21.600000381469727,20.25,20.3799991607666,20.221315383911133,39308800
2012-08-15,20.63999938964844,21.40999984741211,20.399999618530273,21.200000762939453,21.034927368164062,47861100
2012-08-16,20.440000534057617,20.479999542236328,19.690000534057617,19.8700008392334,19.715286254882812,157565300
2012-08-17,20.010000228881836,20.079999923706055,19.0,19.049999237060547,18.901668548583984,129293400
2012-08-20,19.049999237060547,20.1299991607666,18.75,20.010000228881836,19.85419654846191,101186600
2012-08-21,19.579999923706055,19.979999542236328,19.09000015258789,19.15999984741211,19.010812759399418,70640600
2012-08-22,19.36000061035156,19.530000686645508,18.959999084472656,19.440000534057617,19.288631439208984,49892200
2012-08-23,19.5,19.729999542236328,19.36000061035156,19.440000534057617,19.288631439208984,32813700
2012-08-24,19.520000457763672,19.68000030517578,19.25,19.40999984741211,19.258865356445312,29622200
2012-08-27,19.489999771118164,19.530000686645508,19.100000381469727,19.149999618530273,19.00088882446289,20704000
2012-08-28,19.100000381469727,19.3799991607666,18.950000762939453,19.34000015258789,19.18941307067871,25417000
2012-08-29,19.31999969482422,19.3799991607666,19.06999969482422,19.100000381469727,18.95128059387207,16124700
2012-08-30,19.270000457763672,19.450000762939453,19.059999465942383,19.09000015258789,18.94135856628418,30647500
2012-08-31,18.68000030517578,18.700000762939453,18.030000686645508,18.059999465942383,17.91937828063965,58764200
2012-09-04,18.079999923706055,18.270000457763672,17.549999237060547,17.729999542236328,17.59194564819336,46622400
2012-09-05,18.270000457763672,18.75,18.18000030517578,18.579999923706055,18.435331344604492,60781800
2012-09-06,18.739999771118164,19.260000228881836,18.719999313354492,18.959999084472656,18.81237030029297,46066500
2012-09-07,19.100000381469727,19.420000076293945,18.780000686645508,18.979999542236328,18.832216262817383,36371700
2012-09-10,19.059999465942383,19.200000762939453,18.549999237060547,18.809999465942383,18.663536071777344,24797800
2012-09-11,18.920000076293945,19.579999923706055,18.850000381469727,19.43000030517578,19.278711318969727,50508200
2012-09-12,20.760000228881836,21.15999984741211,20.280000686645508,20.93000030517578,20.767030715942383,121584000
2012-09-13,20.959999084472656,21.479999542236328,20.61000061035156,20.709999084472656,20.548744201660156,65041600
2012-09-14,21.1299991607666,22.079999923706055,20.899999618530273,22.0,21.828699111938477,72819800
2012-09-17,22.670000076293945,22.75,21.5,21.520000457763672,21.352436065673828,50667600
2012-09-18,21.600000381469727,21.979999542236328,21.3700008392334,21.8700008392334,21.6997127532959,36760500
2012-09-19,21.989999771118164,23.3700008392334,21.770000457763672,23.290000915527344,23.10865592956543,78782800
2012-09-20,23.020000457763672,23.239999771118164,22.540000915527344,22.59000015258789,22.414106369018555,57248900
2012-09-21,22.969999313354492,23.239999771118164,22.600000381469727,22.86000061035156,22.682004928588867,51218100
2012-09-24,21.780000686645508,21.979999542236328,20.36000061035156,20.790000915527344,20.62812042236328,79106500
2012-09-25,21.200000762939453,21.209999084472656,20.219999313354492,20.280000686645508,20.122093200683594,46291700
2012-09-26,20.149999618530273,20.780000686645508,19.799999237060547,20.6200008392334,20.459444046020508,38271900
2012-09-27,20.989999771118164,21.0,20.15999984741211,20.31999969482422,20.16178321838379,30215900
2012-09-28,20.56999969482422,21.950000762939453,20.5,21.65999984741211,21.49134826660156,65486000
2012-10-01,22.079999923706055,22.59000015258789,21.729999542236328,21.989999771118164,21.818777084350582,51262700
2012-10-02,22.079999923706055,22.489999771118164,21.81999969482422,22.270000457763672,22.09659767150879,29341400
2012-10-03,22.299999237060547,22.489999771118164,21.799999237060547,21.829999923706055,21.660022735595703,32000100
2012-10-04,22.31999969482422,22.399999618530273,21.40999984741211,21.950000762939453,21.77909278869629,46892100
2012-10-05,21.489999771118164,21.6299991607666,20.8799991607666,20.90999984741211,20.74718475341797,40529300
2012-10-08,20.399999618530273,20.75,20.15999984741211,20.399999618530273,20.24115562438965,32236700
2012-10-09,20.38999938964844,20.549999237060547,19.969999313354492,20.229999542236328,20.07248306274414,27161800
2012-10-10,19.93000030517578,19.940000534057617,19.450000762939453,19.63999938964844,19.487075805664062,39321800
2012-10-11,19.8799991607666,19.959999084472656,19.61000061035156,19.75,19.596220016479492,21817300
2012-10-12,19.75,19.799999237060547,19.479999542236328,19.520000457763672,19.368009567260746,18809400
