datetime,funding_rate
2021-04-21 08:00:00.001,0.0001
2021-04-21 16:00:00.002,0.0001
2021-04-22 00:00:00.000,0.0001
2021-04-22 08:00:00.000,0.0001
2021-04-22 16:00:00.001,0.0001
2021-04-23 00:00:00.002,0.0001
2021-04-23 08:00:00.009,0.0001
2021-04-23 16:00:00.001,0.0001
2021-04-24 00:00:00.019,0.0001
2021-04-24 08:00:00.001,0.0001
2021-04-24 16:00:00.011,0.0001
2021-04-25 00:00:00.000,0.0001
2021-04-25 08:00:00.010,0.0001
2021-04-25 16:00:00.000,0.0001
2021-04-26 00:00:00.003,0.0001
2021-04-26 08:00:00.002,0.00015945
2021-04-26 16:00:00.004,0.00031272
2021-04-27 00:00:00.000,0.00019739
2021-04-27 08:00:00.000,0.00015948
2021-04-27 16:00:00.009,0.00026677
2021-04-28 00:00:00.000,0.0001
2021-04-28 08:00:00.000,0.00043443
2021-04-28 16:00:00.001,0.00048631
2021-04-29 00:00:00.004,0.00030373
2021-04-29 08:00:00.013,0.0001
2021-04-29 16:00:00.003,0.00061973
2021-04-30 00:00:00.004,0.00019316
2021-04-30 08:00:00.019,0.0002221
2021-04-30 16:00:00.003,0.0003329
2021-05-01 00:00:00.002,0.00051779
2021-05-01 08:00:00.006,0.00119397
2021-05-01 16:00:00.000,0.0008676
2021-05-02 00:00:00.010,0.00131497
2021-05-02 08:00:00.011,0.00025104
2021-05-02 16:00:00.007,0.0006349
2021-05-03 00:00:00.003,0.00056832
2021-05-03 08:00:00.000,0.00090343
2021-05-03 16:00:00.043,0.00069161
2021-05-04 00:00:00.004,0.00074517
2021-05-04 08:00:00.003,0.00017081
2021-05-04 16:00:00.011,0.00046585
2021-05-05 00:00:00.001,0.0001
2021-05-05 08:00:00.007,0.00038229
2021-05-05 16:00:00.001,0.00039079
2021-05-06 00:00:00.003,0.00078963
2021-05-06 08:00:00.001,0.00075065
2021-05-06 16:00:00.000,0.00138893
2021-05-07 00:00:00.000,0.0001
2021-05-07 08:00:00.000,0.00029987
2021-05-07 16:00:00.001,0.00066389
2021-05-08 00:00:00.006,0.00070082
2021-05-08 08:00:00.000,0.00095562
2021-05-08 16:00:00.000,0.00102753
2021-05-09 00:00:00.005,0.00094703
2021-05-09 08:00:00.016,0.0006052
2021-05-09 16:00:00.000,0.00059171
2021-05-10 00:00:00.004,0.00056336
2021-05-10 08:00:00.000,0.00099466
2021-05-10 16:00:00.013,0.00071631
2021-05-11 00:00:00.000,0.0001
2021-05-11 08:00:00.000,7.099e-05
2021-05-11 16:00:00.002,0.0001
2021-05-12 00:00:00.004,0.0001
2021-05-12 08:00:00.007,0.0001
2021-05-12 16:00:00.012,0.0001
2021-05-13 00:00:00.016,0.0001
2021-05-13 08:00:00.000,0.0001
2021-05-13 16:00:00.008,0.0001
2021-05-14 00:00:00.007,0.0001
2021-05-14 08:00:00.001,0.00017172
2021-05-14 16:00:00.004,0.0001
2021-05-15 00:00:00.022,0.00015612
2021-05-15 08:00:00.014,0.0001
2021-05-15 16:00:00.002,0.0001
2021-05-16 00:00:00.000,0.0001
2021-05-16 08:00:00.003,0.0001
2021-05-16 16:00:00.002,0.0001
2021-05-17 00:00:00.005,0.0001
2021-05-17 08:00:00.001,0.0001
2021-05-17 16:00:00.000,9.832e-05
2021-05-18 00:00:00.019,0.00017554
2021-05-18 08:00:00.001,-0.0003959
2021-05-18 16:00:00.006,0.0001
2021-05-19 00:00:00.000,0.0001
2021-05-19 08:00:00.003,0.0001
2021-05-19 16:00:00.018,-0.00681345
2021-05-20 00:00:00.005,-0.0004656
2021-05-20 08:00:00.000,-0.00123381
2021-05-20 16:00:00.005,-0.00029898
2021-05-21 00:00:00.000,-0.00054873
2021-05-21 08:00:00.000,-0.00088988
2021-05-21 16:00:00.001,-0.00042872
2021-05-22 00:00:00.001,-0.00061158
2021-05-22 08:00:00.002,-0.00096369
2021-05-22 16:00:00.005,-0.00038589
2021-05-23 00:00:00.006,0.0001
2021-05-23 08:00:00.004,0.0001
2021-05-23 16:00:00.002,-0.00058012
2021-05-24 00:00:00.007,-0.00090059
2021-05-24 08:00:00.005,-0.00176942
2021-05-24 16:00:00.005,-0.00228935
2021-05-25 00:00:00.000,-0.00034954
2021-05-25 08:00:00.014,-0.0007891
2021-05-25 16:00:00.000,-0.00081275
2021-05-26 00:00:00.022,-0.00031727
2021-05-26 08:00:00.018,-0.00026712
2021-05-26 16:00:00.004,-0.00085817
2021-05-27 00:00:00.000,-0.00015765
2021-05-27 08:00:00.017,-0.00076256
2021-05-27 16:00:00.000,-8.622e-05
2021-05-28 00:00:00.005,-0.00017001
2021-05-28 08:00:00.009,-0.00055012
2021-05-28 16:00:00.000,-0.00064876
2021-05-29 00:00:00.006,-0.00061518
2021-05-29 08:00:00.000,-0.00076183
2021-05-29 16:00:00.000,2.079e-05
2021-05-30 00:00:00.003,-0.00050715
2021-05-30 08:00:00.004,-0.00069162
2021-05-30 16:00:00.018,-5.694e-05
2021-05-31 00:00:00.002,3.609e-05
2021-05-31 08:00:00.000,-0.00032508
2021-05-31 16:00:00.000,0.0001
2021-06-01 00:00:00.001,0.0001
2021-06-01 08:00:00.010,0.0001
2021-06-01 16:00:00.010,0.0001
2021-06-02 00:00:00.008,0.0001
2021-06-02 08:00:00.000,0.0001
2021-06-02 16:00:00.007,0.0001
2021-06-03 00:00:00.019,0.0001173
2021-06-03 08:00:00.002,0.0001
2021-06-03 16:00:00.003,0.00035345
2021-06-04 00:00:00.003,0.00038201
2021-06-04 08:00:00.006,0.0001
2021-06-04 16:00:00.002,0.0001
2021-06-05 00:00:00.000,0.0001
2021-06-05 08:00:00.004,0.0001
2021-06-05 16:00:00.020,0.0001
2021-06-06 00:00:00.000,-0.00013394
2021-06-06 08:00:00.004,0.0001
2021-06-06 16:00:00.000,0.0001
2021-06-07 00:00:00.007,0.0001
2021-06-07 08:00:00.007,0.0001
2021-06-07 16:00:00.003,0.0001
2021-06-08 00:00:00.000,0.0001
2021-06-08 08:00:00.000,0.0001
2021-06-08 16:00:00.002,0.0001
2021-06-09 00:00:00.009,-0.00031243
2021-06-09 08:00:00.002,-9.638e-05
2021-06-09 16:00:00.000,-6.154e-05
2021-06-10 00:00:00.007,0.0001
2021-06-10 08:00:00.003,0.0001
2021-06-10 16:00:00.000,0.0001
2021-06-11 00:00:00.010,0.0001
2021-06-11 08:00:00.007,0.0001
2021-06-11 16:00:00.006,0.0001
2021-06-12 00:00:00.005,0.0001
2021-06-12 08:00:00.000,0.0001
2021-06-12 16:00:00.018,0.0001
2021-06-13 00:00:00.002,-0.00037851
2021-06-13 08:00:00.000,-2.006e-05
2021-06-13 16:00:00.003,0.0001
2021-06-14 00:00:00.000,0.0001
2021-06-14 08:00:00.015,6.122e-05
2021-06-14 16:00:00.000,-1.282e-05
2021-06-15 00:00:00.000,0.0001
2021-06-15 08:00:00.000,-0.00029203
2021-06-15 16:00:00.004,-0.00017487
2021-06-16 00:00:00.004,0.0001
2021-06-16 08:00:00.001,0.0001
2021-06-16 16:00:00.000,0.0001
2021-06-17 00:00:00.004,-0.0003495
2021-06-17 08:00:00.000,-0.00063401
2021-06-17 16:00:00.002,-2.705e-05
2021-06-18 00:00:00.009,0.0001
2021-06-18 08:00:00.014,0.0001
2021-06-18 16:00:00.007,0.0001
2021-06-19 00:00:00.003,-0.00055992
2021-06-19 08:00:00.001,-0.00041735
2021-06-19 16:00:00.000,-0.00023908
2021-06-20 00:00:00.005,0.0001
2021-06-20 08:00:00.000,-0.00018005
2021-06-20 16:00:00.002,-0.00038601
2021-06-21 00:00:00.019,-0.00020904
2021-06-21 08:00:00.000,3.578e-05
2021-06-21 16:00:00.024,-0.00013964
2021-06-22 00:00:00.008,-0.00082307
2021-06-22 08:00:00.009,-0.0004957
2021-06-22 16:00:00.001,-0.00070941
2021-06-23 00:00:00.003,-0.00090221
2021-06-23 08:00:00.000,-0.00077231
2021-06-23 16:00:00.000,-0.00027487
2021-06-24 00:00:00.009,-5.954e-05
2021-06-24 08:00:00.018,0.0001
2021-06-24 16:00:00.001,0.0001
2021-06-25 00:00:00.009,0.0001
2021-06-25 08:00:00.004,0.0001
2021-06-25 16:00:00.000,0.0001
2021-06-26 00:00:00.007,0.0001
2021-06-26 08:00:00.000,-8.108e-05
2021-06-26 16:00:00.002,8.055e-05
2021-06-27 00:00:00.005,0.0001
2021-06-27 08:00:00.010,0.0001
2021-06-27 16:00:00.001,0.0001
2021-06-28 00:00:00.025,0.0001
2021-06-28 08:00:00.017,0.0001
2021-06-28 16:00:00.007,0.0001
2021-06-29 00:00:00.008,0.0001
2021-06-29 08:00:00.000,0.0001
2021-06-29 16:00:00.000,0.0001
2021-06-30 00:00:00.011,0.0001
2021-06-30 08:00:00.044,0.0001
2021-06-30 16:00:00.005,0.0001
2021-07-01 00:00:00.000,0.0001
2021-07-01 08:00:00.004,0.0001
2021-07-01 16:00:00.028,0.0001
2021-07-02 00:00:00.002,0.0001
2021-07-02 08:00:00.016,0.0001
2021-07-02 16:00:00.007,3.049e-05
2021-07-03 00:00:00.008,0.0001
2021-07-03 08:00:00.000,0.0001
2021-07-03 16:00:00.004,0.0001
2021-07-04 00:00:00.012,0.0001
2021-07-04 08:00:00.002,0.0001
2021-07-04 16:00:00.003,0.0001
2021-07-05 00:00:00.004,0.0001
2021-07-05 08:00:00.000,0.0001
2021-07-05 16:00:00.009,0.0001
2021-07-06 00:00:00.008,0.0001
2021-07-06 08:00:00.019,0.0001
2021-07-06 16:00:00.000,0.0001
2021-07-07 00:00:00.007,0.0001
2021-07-07 08:00:00.001,0.0001
2021-07-07 16:00:00.008,0.0001
2021-07-08 00:00:00.002,0.0001
2021-07-08 08:00:00.010,0.0001
2021-07-08 16:00:00.003,0.0001
2021-07-09 00:00:00.000,0.0001
2021-07-09 08:00:00.006,-5.346e-05
2021-07-09 16:00:00.000,0.0001
2021-07-10 00:00:00.002,0.0001
2021-07-10 08:00:00.000,0.0001
2021-07-10 16:00:00.001,0.0001
2021-07-11 00:00:00.001,0.0001
2021-07-11 08:00:00.025,0.0001
2021-07-11 16:00:00.006,0.0001
2021-07-12 00:00:00.000,0.0001
2021-07-12 08:00:00.021,0.0001
2021-07-12 16:00:00.000,0.0001
2021-07-13 00:00:00.000,1.089e-05
2021-07-13 08:00:00.013,0.0001
2021-07-13 16:00:00.005,0.0001
2021-07-14 00:00:00.000,0.0001
2021-07-14 08:00:00.000,-0.00027219
2021-07-14 16:00:00.005,-0.00011446
2021-07-15 00:00:00.005,0.0001
2021-07-15 08:00:00.001,0.0001
2021-07-15 16:00:00.000,0.0001
2021-07-16 00:00:00.000,0.0001
2021-07-16 08:00:00.000,0.0001
2021-07-16 16:00:00.001,0.0001
2021-07-17 00:00:00.004,0.0001
2021-07-17 08:00:00.009,5.114e-05
2021-07-17 16:00:00.006,0.0001
2021-07-18 00:00:00.000,0.0001
2021-07-18 08:00:00.001,0.0001
2021-07-18 16:00:00.003,0.0001
2021-07-19 00:00:00.002,0.0001
2021-07-19 08:00:00.006,-0.00011858
2021-07-19 16:00:00.006,0.0001
2021-07-20 00:00:00.002,0.0001
2021-07-20 08:00:00.011,-7.05e-05
2021-07-20 16:00:00.001,-0.00036921
2021-07-21 00:00:00.022,-5.627e-05
2021-07-21 08:00:00.000,-0.00075361
2021-07-21 16:00:00.018,-0.00052162
2021-07-22 00:00:00.002,0.0001
2021-07-22 08:00:00.006,0.0001
2021-07-22 16:00:00.010,-2.018e-05
2021-07-23 00:00:00.013,-0.00014287
2021-07-23 08:00:00.000,0.0001
2021-07-23 16:00:00.005,0.0001
2021-07-24 00:00:00.000,0.0001
2021-07-24 08:00:00.002,0.0001
2021-07-24 16:00:00.001,0.0001
2021-07-25 00:00:00.003,0.0001
2021-07-25 08:00:00.015,0.0001
2021-07-25 16:00:00.000,0.0001
2021-07-26 00:00:00.000,0.0001
2021-07-26 08:00:00.000,0.0001
2021-07-26 16:00:00.000,0.0001
2021-07-27 00:00:00.046,0.0001
2021-07-27 08:00:00.014,0.0001
2021-07-27 16:00:00.007,0.0001
2021-07-28 00:00:00.000,0.0001
2021-07-28 08:00:00.002,0.0001
2021-07-28 16:00:00.005,0.0001
2021-07-29 00:00:00.004,0.0001
2021-07-29 08:00:00.000,0.0001
2021-07-29 16:00:00.007,0.0001
2021-07-30 00:00:00.004,0.0001
2021-07-30 08:00:00.000,0.0001
2021-07-30 16:00:00.000,0.0001
2021-07-31 00:00:00.000,0.0001
2021-07-31 08:00:00.014,0.0001
2021-07-31 16:00:00.003,0.0001
2021-08-01 00:00:00.005,0.0001
2021-08-01 08:00:00.016,0.0001
2021-08-01 16:00:00.001,0.0001
2021-08-02 00:00:00.000,0.0001
2021-08-02 08:00:00.014,0.0001
2021-08-02 16:00:00.021,0.0001
2021-08-03 00:00:00.000,0.0001
2021-08-03 08:00:00.000,0.0001
2021-08-03 16:00:00.009,0.0001
2021-08-04 00:00:00.000,0.0001
2021-08-04 08:00:00.000,0.0001
2021-08-04 16:00:00.003,0.0001
2021-08-05 00:00:00.000,0.0001
2021-08-05 08:00:00.000,0.0001
2021-08-05 16:00:00.001,0.0001
2021-08-06 00:00:00.000,0.0001
2021-08-06 08:00:00.004,0.00014214
2021-08-06 16:00:00.003,0.00043794
2021-08-07 00:00:00.015,0.0004428
2021-08-07 08:00:00.001,0.0005206
2021-08-07 16:00:00.002,0.00035802
2021-08-08 00:00:00.000,0.00046904
2021-08-08 08:00:00.002,0.00028546
2021-08-08 16:00:00.018,0.00031704
2021-08-09 00:00:00.000,0.0001
2021-08-09 08:00:00.000,0.0001
2021-08-09 16:00:00.002,0.0001
2021-08-10 00:00:00.000,0.0001
2021-08-10 08:00:00.003,0.00020008
2021-08-10 16:00:00.000,0.00019969
2021-08-11 00:00:00.006,0.00017441
2021-08-11 08:00:00.003,0.00024279
2021-08-11 16:00:00.000,0.0007321
2021-08-12 00:00:00.013,0.00040905
2021-08-12 08:00:00.001,0.00024289
2021-08-12 16:00:00.000,0.00032867
2021-08-13 00:00:00.000,0.00013809
